WorkshopDescriptionId,WorkshopId,FestivalId,Name,Difficulty,Capacity,PriorKnowledgeNeeded,Duration
1,976,520,Organic Tomato Soup,advanced,80,false,1.5
6,977,850,Skincare Fridge,intermediate,41,true,3
5,978,924,Cooking Utensil Set,beginner,88,false,3
4,979,274,Organic Cucumber,intermediate,61,false,13
2,980,970,LED Desk Light,beginner,1,false,5
2,981,316,Self-Watering Planter,beginner,60,false,3
2,982,959,Pumpkin Seeds,intermediate,78,true,4
1,983,260,Safety Pin Dispenser,intermediate,40,false,3
6,984,315,Sturdy Bookends,beginner,4,false,1.5
1,985,157,Vegetable Lentil Soup,beginner,45,false,3
5,986,503,Water Bottle,advanced,82,true,1.5
1,987,147,Travel Pillow,intermediate,70,false,5
3,988,378,Spaghetti Sauce,beginner,1,false,3
6,989,159,Pressure Cooker,advanced,81,true,4
4,990,844,Cajun Seasoning,advanced,38,false,4.5
5,991,591,Herb Garden Planter Box,advanced,2,true,3
6,992,796,Lemon Pepper Seasoning,beginner,57,true,12
2,993,822,Organic Almonds,intermediate,85,false,3
3,994,192,Cauliflower Pizza Crust,beginner,86,false,3
5,995,892,Interactive Plush Toy,intermediate,19,true,1.5
2,996,306,Zesty Garlic Hummus,advanced,60,true,3
3,997,332,Handcrafted Wooden Coasters,beginner,47,true,3
5,998,446,Ricotta Cheese,beginner,50,false,3
3,999,79,Mixed Nuts,beginner,83,false,1.5
2,1000,326,Ramen Noodle Soup Cups,beginner,41,true,2.5
